ARTNR1|ABEZ1
417202|Zierteil Sterne bunt
416734|Brosche Pelz klein violett/schwarz
416733|Brosche Pelz rot/weiss
991924|Fashion Träger Herz Strass 10mm
416752|Ansteckblume Organza weiss
991923|Fashion Träger Herz Perlen 10mm
991926|Fashion Träger Silicion pink 10mm
991925|Fashion Träger Silicon Flitter 10mm
991927|Fashion Träger Silicon gelb 10mm
991920|Fashion Träger Skorpion
991922|Fashion Träger Zackenb 10mm
991928|Fashion Träger Decor Strass 10mm
416710|Brosche Rose altmessing
416711|Brosche Stein grün
416715|Brosche Stein violett
416716|Brosche Strass
416712|Brosche Stein orange
416717|Brosche Strass altmessing
416718|Brosche Strass blau
416719|Brosche Strass pink
16115-680|Pako SoPo 115.680 A
16125-430|Pako SoPo 125.430 A
16215-353|Pako SoPo 215.353
16013-302|Pako SoPo 013.302
16013-303|Pako SoPo 013.303
16013-309|Pako SoPo 013.309
16003-199|Pako SoPo 003.199
16003-114|Pako SoPo 003.114 A
16003-146|Pako SoPo 003.146
16003-156|Pako SoPo 003.156
16003-123|Pako SoPo 003.123 A
16003-164|Pako SoPo 003.164
16003-166|Pako SoPo 003.166
16003-080|Pako SoPo 003.080 A
16003-183|Pako SoPo 003.183
16003-159|Pako SoPo 003.159
16005-351|Pako SoPo 005.351
16005-350|Pako SoPo 005.350
458-0088|Effetto A
280059-0013|Punk Franseneffekt
1280247-0001|Mikado Sopo
1280247-0002|Mikado Sopo
1280247-0003|Mikado Sopo
1280247-0004|Mikado Sopo
1280247-0005|Mikado Sopo
98314009-0001|Regia Journal 4009 Anleitungsheft
9880001-3688|"Stickpackung ""Eagle in Moonlight"""
9880900-0004|Tischdecken Promotion
28000000-0532|Applikation Fußball klein SB Karte mit 1 Applikati
28000002-2599|Applikation Fußball mit Schuh SB Karte 1 Applikati
28000001-1223|Applikation Fußball mittel SB Karte 1 Applikation
28000003-3800|Applikation Fußball SB Karte mit 1 Applikation
0035-011|Mammut
0035-012|Mammut
0035-014|Mammut
0035-015|Mammut
0066-001|GLAMOUR
0066-002|GLAMOUR
0066-003|GLAMOUR
0066-004|GLAMOUR
0067-001|BAZAR
0067-002|BAZAR
0067-003|BAZAR
0067-004|BAZAR
0067-005|BAZAR
0067-006|BAZAR
1280207-0001|LA OLA Print Sopo
1280207-0002|LA OLA Print Sopo
1280207-0003|LA OLA Print Sopo
1280207-0005|LA OLA Print Sopo
1280207-0006|LA OLA Print Sopo
1280207-0008|LA OLA Print Sopo
1280207-0009|LA OLA Print Sopo
1280207-0011|LA OLA Print Sopo
1280207-0012|LA OLA Print Sopo
1280207-0010|LA OLA Print Sopo
0180001-9061|Deko-Schmetterlinge Btl. = 10Stück
749-132|aarlan Arwetta, Farbe 132
0068-001|ARIZONA
0068-002|ARIZONA
0068-003|ARIZONA
0068-004|ARIZONA
0068-005|ARIZONA
0068-006|ARIZONA
0068-007|ARIZONA
0068-008|ARIZONA
742174-38|Kordel 742174 Fb. 38
16003-188|Pako SoPo 003.188
16003-185|Pako SoPo 003.185
16003-109|Pako SoPo 003.109 A
16003-140|Pako SoPo 003.140
16003-111|Pako SoPo 003.111 A
16003-129|Pako SoPo 003.129 A
16003-200|Pako SoPo 003.200
16003-157|Pako SoPo 003.157
16210-862|Pako SoPo 210.862 A
16210-863|Pako SoPo 210.863 A
16210-864|Pako SoPo 210.864 A
16210-865|Pako SoPo 210.865 A
16210-861|Pako SoPo 210.861 A
2245-50|Sportivo uni
2245-51|Sportivo uni
2245-52|Sportivo uni
2245-53|Sportivo uni
2245-54|Sportivo uni
2249-55|Monika
2245-56|Sportivo uni
2245-57|Sportivo uni
2245-58|Sportivo uni
2245-59|Sportivo uni
2245-60|Sportivo uni
2245-61|Sportivo uni
2245-62|Sportivo uni
2245-63|Sportivo uni
2245-64|Sportivo uni
2245-65|Sportivo uni
2245-66|Sportivo uni
2245-67|Sportivo uni
2245-68|Sportivo uni
2245-69|Sportivo uni
2245-70|Sportivo uni
2245-71|Sportivo uni
16215-411|Pako SoPo 215.411 A
16217-710|Pako SoPo 217.710 A
16217-711|Pako SoPo 217.711 A
16217-712|Pako SoPo 217.712 A
16238-562|Pako SoPo 238-562 A
16238-563|Pako SoPo 238-563 A
16238-570|Pako SoPo 238-570 A
16238-600|Pako SoPo 238-600 A
797-0|Amica  6 kg Sortiment
798-0|Cara 8 kg Sortiment SP
1420-0035|Apollo Degrade Sopo 10x100g
1420-0093|Apollo Degrade Sopo 10x100g
6210-858|PAKO Stickpackung    210.858
6238-575|PAKO Stickpackung    238.575
16003-082|Pako SoPo 003.082 A
16003-095|Pako SoPo 003.095 A
16003-100|Pako SoPo 003.100 A
16003-101|Pako SoPo 003.101 A
16003-112|Pako SoPo 003.112 A
16003-131|Pako SoPo 003.131 A
16003-133|Pako SoPo 003.133 A
16003-134|Pako SoPo 003.134
16003-142|Pako SoPo 003.142
16003-161|Pako SoPo 003.161
16003-162|Pako SoPo 003.162
16003-165|Pako SoPo 003.165
16003-167|Pako SoPo 003.167
16003-170|Pako SoPo 003.170
16003-178|Pako SoPo 003.178
16027-045|Pako SoPo 027.045 A
16008-002|Pako SoPo 008.002
16130-531|Pako SoPo 130.531 A
16136-784|Pako SoPo 136.784 A
16148-856|Pako SoPo 148.856 A
16148-863|Pako SoPo 148.863 A
16191-402|Pako SoPo 191.402
16191-418|Pako SoPo 191.418
16201-010|Pako SoPo 201.010
16205-020|Pako SoPo 205.020 A
16205-021|Pako SoPo 205.021 A
16205-022|Pako SoPo 205.022 A
16205-023|Pako SoPo 205.023 A
16205-024|Pako SoPo 205.024 A
16205-025|Pako SoPo 205.025 A
16205-026|Pako SoPo 205.026 A
6013-314|PAKO Knüpfpackung    013.314
16250-100|Pako SoPo 250.100 A
3109-90603|Corina Miró Farbe 90603
3109-90604|Corina Miró Farbe 90604
3109-90606|Corina Miró Farbe 90606
3109-0|Corina Miró
30111|SB Pack Socken , 500 g
30114|SB Pack Socken 500 g
11555901|CARLESTON orange mel.
11555902|CARLESTON Multicolor
11555903|CARLESTON blau mel.
11555904|CARLESTON türkis-braun
11535908|Roberto  weiss, col. 08
11535909|Roberto beige mel., col. 09
11535910|Roberto rosa mel., col. 10
11535911|Roberto blau mel., col. 11
11535912|Roberto grün  mel., col. 12
11535913|Roberto Schwarz-rot col. 13
11535914|Roberto Schwarz mel.  col. 14
11535915|Roberto Schwarz   col. 15
11535709|Paolo orange mel., col. 09
799-0|Clouds A
799-002|Clouds A
799-01|Clouds A
799-10|Clouds A
799-02|Clouds A
799-04|Clouds A
799-06|Clouds A
799-1480|Clouds A
799-1484|Clouds A
11535714|Paolo grau mel., col. 14
11535708|Paolo rosa mel., col. 08
11535710|Paolo  multicolor  col. 10
11535711|Paolo blau mel., col. 11
11535712|Paolo grün mel., col. 12
11535713|Paolo  braun  mel. 13
50105210|Boa grau mel., 50g/65m
50105211|Boa multicolor., 50g/65m
50105212|Boa  rot mel., 50g/65m
50105213|Boa grün , 50g/65m
50105214|Boa hellblau, 50g/65m
50105215|Boa  rosa , 50g/65m
50105216|Boa  dunklelblau  , 50g/65m
50105217|Boa  violet mel.  , 50g/65m
50115501|LUCA beige mel., col. 01
50115502|LUCA  braun mel., col. 02
50115503|LUCA  grün mel., col. 03
50115504|LUCA  blau mel., col. 04
9830-2005|Rayon No 30, 150m
50115506|LUCA  blau grün, col. 06
50115507|LUCA  violett mel., col. 07
50115505|LUCA  rot  mel., col. 05
11535916|Roberto Schals
11535715|Paolo Schals
11555905|Charleston Schals
2041-20|Vento
2040-18|Inverno SP
925274|Applikation Fußball groß
925509|Applikation Warnschild
290476|Dill Knöpfe 290476  20 Stück
477541-0926|Stoff Motiv Margerite A
16210-801|Pako SoPo 210.801 A
16210-803|Pako SoPo 210.803 A
16210-804|Pako SoPo 210.804 A
16210-852|Pako SoPo 210.852 A
16210-853|Pako SoPo 210.853 A
16210-854|Pako SoPo 210.854 A
16210-859|Pako SoPo 210.859 A
16210-860|Pako SoPo 210.860 A
16215-414|Pako SoPo 215.414 A
16217-714|Pako SoPo 217.714 A
16219-248|Pako SoPo 219.248 A
16219-261|Pako SoPo 219.261 A
16219-262|Pako SoPo 219.262 A
16222-652|Pako SoPo 222.652 A
16250-101|Pako SoPo 250.101 A
16250-102|Pako SoPo 250.102 A
16250-103|Pako SoPo 250.103 A
16225-286|Pako SoPo 225.286 A
16225-287|Pako SoPo 225.287 A
16225-290|Pako SoPo 225.290 A
16227-300|Pako SoPo 227.300 A
16238-569|Pako SoPo 238-569 A
16238-599|Pako SoPo 238-599 A
16238-601|Pako SoPo 238-601 A
16238-602|Pako SoPo 238-602 A
16215-406|Pako SoPo 215.406
16228-231|Pako SoPo 228.231 A
1101-990|Schrägband BW 101 Fb. 990
280133-0918|Lerici fein
9380|Cotona 80 200m
0160009-0|Anchor Rocailles 2,6mm
280062-0020|Punk Color
308-0010|NABUCCO A
8032-0|SB Pack Sockenwolle, 9,6 kg Sortiment (48 VE)
926252|Strass Transfer Rose silber metall
218598|Häkelnadel Set Rainbow A
655419|Verkaufsgerät
926254|Strass Transfer Kreisel silber/gold metall
926250|Strass Transfer Ornament silber
926260|Strass Transfer Strahl Amethyst
50115301|NOA  beige mel. 01
50115302|NOA  orange  mel. 02
50115303|NOA  grün mel. 03
50115304|NOA  blau mel. 04
50115305|NOA  grau mel. 05
50115306|NOA  schwarz mel. 06
16230-273|Pako SoPo 230.273 A
16230-274|Pako SoPo 230.274 A
16235-332|Pako SoPo 235.332 A
16237-080|Pako SoPo 237.080 A
16237-081|Pako SoPo 237.081 A
16238-217|Pako SoPo 238-217 A
16238-224|Pako SoPo 238-224 A
16238-557|Pako SoPo 238-557 A
16238-560|Pako SoPo 238-560 A
16238-575|Pako SoPo 238-575 A
16238-577|Pako SoPo 238-577 A
16238-581|Pako SoPo 238-581 A
16238-584|Pako SoPo 238-584 A
16238-587|Pako SoPo 238-587 A
16238-598|Pako SoPo 238-598 A
16238-603|Pako SoPo 238-603 A
16238-604|Pako SoPo 238-604 A
16238-605|Pako SoPo 238-605 A
16238-606|Pako SoPo 238-606 A
50105218|Boa Schals /Muster
50115307|NOA   StrickMuster
50115508|LUCA   Strickmuster
55580-10|Rundstricknadeln 555 80cm Bambus 10,00mm
2240001-18747|Alwo-Meteor Sopo
2240001-18782|Alwo-Meteor Sopo
2240001-18796|Alwo-Meteor Sopo
2240001-18798|Alwo-Meteor Sopo
2240001-18799|Alwo-Meteor Sopo
2240001-18800|Alwo-Meteor Sopo
2240001-18801|Alwo-Meteor Sopo
2240001-18802|Alwo-Meteor Sopo
7302|Piazza, Fischer Wolle
7339|Piazza, Fischer Wolle
212-0187|Bravo Baby Soft
331-0124|BRAZILIA COLOR
432408-1474|Anchor Magicline No.3
43408-1478|Anchor Magicline No.3
432408-1478|Anchor Magicline No.3 A
191440|Jackenstricknadeln 30cm 7,00mm
2501-50050|Monaco
2501-50053|Monaco
2501-50056|Monaco
2501-50062|Monaco
30096-0|Quattro uni 4-fach Buttinette 500g Beutel
36353|Elisa
36354|Elisa
36355|Elisa
36356|Elisa
36357|Elisa
36358|Elisa
36359|Elisa
36360|Elisa
36361|Elisa
36362|Elisa
36363|Elisa
36364|Elisa
284-9999|Regia Bamboo Color Einführungssortiment
274-0082|Regia 4-fädig 100g 12kg Sortiment A
273-0088|"Regia 4-fädig ""Splendid Colors"" 100g"
273-0089|"Regia 4-fädig ""Royal Colors"" 100g A"
626-0084|Regia 6-fädig 150g uni
628-0086|Regia 6-fädig Tweed 150g
284-0|Regia Bamboo Color 50g
98314011-0001|"Journal ""Chic&Big"" VE=10 Stück"
98314012-0001|"Journal ""Basics für Einsteiger"" 10Stück=1VE"
627-0086|"Regia 6-fädig ""Country Colors""150g"
9831787-0001|"Inspiration ""Neues im Landhausstil"" Nr.87"
9831788-0001|"Inspiration ""Regia Silk 6-fädig-für Groß&Klein"""
9831786-0001|"Inspiration ""Modetrends Herbst/Winter"""
36365|Estelle
36366|Estelle
36367|Estelle
36368|Estelle
36369|Estelle
36370|Estelle
36371|Estelle
461-0|Brazilia New Fashion
466-0|Cassiopeia A
467-0|Ego Tweed
297-0|Extra Merino
465-0|Gemini
464-0|Joana
462-0|Mohana
463-0|Mohana Color
286-0022|Regia Silk A
286-0030|Regia Silk A
289-0188|Regia Silk Color
289-0190|Regia Silk Color
289-0191|Regia Silk Color A
289-0189|Regia Silk Color
1280051-9980|Fort./Socka 6fach Sort. m. Polycolon 54/2004 SP
1280253-0002|Manuela Perlgarn 5 5g Sopo A
9831331-0001|"Buch ""Weekend Stricken"""
9831332-0001|"Buch ""Weekend häkeln"""
4585802-9061|Perlgarn Hardanger Promotion 2006
600003-0604|Intermezzo 5Stck
4318804-9061|Anchor Arista Frühlingspromotion 2006
98314505-0001|Kreativ Vorlagen Regia Silk
926261|Applikation Transfer Echse silber
284-1059|Regia Bamboo Color 50g A
98316224-0001|Farbbuch SMC 2006/2007
202671|Flamme col. 202671
202689|Flamme col. 202689
202697|Flamme col. 202697
3107-805|Comfort Bali color 6 kg Sortiment
3107-806|Comfort  Belinga  8 kg Sortiment
5067|Medallion 70mm
5068|Medallion 110mm
2257-41|Estate SP
2257-48|Estate
2257-51|Estate
2250-7014|Pelle SP
2251-10|Colorato
2251-50|Colorato
2251-100|Colorato
2251-60|Colorato
2252-1602|Ritmo SP
2252-1604|Ritmo SP
2252-1603|Ritmo SP
2252-1608|Ritmo SP
2252-1609|Ritmo SP
2252-1605|Ritmo SP
2252-1606|Ritmo SP
2252-1601|Ritmo SP
2252-1607|Ritmo SP
2254-106|Wintertime
2254-107|Wintertime
2254-105|Wintertime
2254-108|Wintertime
155-1|"Schal  ""Eva"""
155-2|"Schal ""EVA"""
155-3|"Schal ""EVA"""
155-4|"Schal ""EVA"""
155-5|"Schal "" EVA"""
155-6|"Schal "" EVA"""
158-1|Schal Isabell
158-2|Schal Isabell
158-3|"Schal ""Isabell"""
158-4|"Schal ""Isabell"""
158-5|Schal  Isabell
158-6|"Schal ""Isabell"""
2257-49|Estate
157-1|Schal Katia
2257-45|Estate
157-2|Schal Katia
157-3|Schal Katia
157-4|Schal Katia
157-5|Schal Katia
157-6|Schal Katia
160-1|Schal Sandra
2257-34|Estate
160-2|Schal Sandra
160-3|Schal Sandra
160-4|Schal Sandra
160-5|Schal Sandra
160-6|Schal Sandra
159-1|Schal Laura
159-2|Schal Laura
159-3|Schal Laura
2253-45809|Calore
159-4|Schal Laura
2253-43665|Calore
2253-43317|Calore
159-5|Schal Laura
2253-43664|Calore
159-6|Schal Laura
2253-45982|Calore
159-7|Schal Laura
2253-43318|Calore
159-8|Schal Laura
2253-43662|Calore
2253-43661|Calore
2253-54522|Calore
2253-43663|Calore
2253-43660|Calore
2253-45813|Calore
2253-33|Calore
156-1|Schal Tamara
2253-45810|Calore
2253-43806|Calore
2253-43223|Calore
156-2|Schal Tamara
156-3|Schal Tamara
156-4|Schal Tamara
156-5|Schal Tamara
145-1|Schalmütze Lisa
2253-45807|Calore
2253-43221|Calore
145-2|"Schalmütze ""Lisa"""
145-3|Schalmütze Lisa
145-4|Schalmütze Lisa
147-1|"Mütze u.Schal""Meike"""
2259-0|Leo
2259-1024|Leo
2259-1029|Leo
2259-51502|Leo
2259-1028|Leo
2259-1126|Leo
2259-1033|Leo
2259-1031|Leo
10052-22|Vlieseline CS 500 hellgelb 80cm 20m Rolle
10052-75|Vlieseline CS 500 blau 80cm 20m Rolle
2253-42072|Calore
2250-7011|Pelle SP
2250-7015|Pelle SP
2250-7012|Pelle SP
2250-54520|Pelle SP
2250-7025|Pelle SP
2250-7023|Pelle SP
2250-100|Pelle SP
2250-7024|Pelle SP
2250-7020|Pelle SP
2250-7022|Pelle SP
2250-7021|Pelle SP
2250-7013|Pelle SP
98316225-0001|Regia Farbbuch 2006/2007
2250-7010|Pelle SP
2251-1607|Colorato
2260-0|Capricorn
2260-46570|Capricorn
2260-45863|Capricorn
2260-2110|Capricorn
2260-37133|Capricorn
2260-45864|Capricorn
4619-0047|Nativa  Karton mit 6x25g
2260-45858|Capricorn
4619-0169|Nativa  Karton mit 6x25g
2260-43729|Capricorn
4619-0323|Nativa  Karton mit 6x25g
2260-2101|Capricorn
4619-0360|Nativa  Karton mit 6x25g
4319-0926|Nativa  Karton mit 6x25g
926202|Strass-Transfer Buchstabe J
926198|Strass-Transfer Buchstabe D
2256-31|Summertime SP
2256-33|Summertime SP
2256-51|Summertime SP
2256-48|Summertime SP
2256-42|Summertime SP
2256-34|Summertime SP
2256-45|Summertime SP
2256-49|Summertime SP
2256-54523|Summertime SP
2256-38|Summertime SP
2261-0|Gemini
2261-2303|Gemini
2261-2305|Gemini
2261-2316|Gemini
2262-0|Morgana
2262-72141|Morgana
2262-62142|Morgana
2262-62133|Morgana
2262-64140|Morgana
2262-50109|Morgana
2262-64133|Morgana
2262-72109|Morgana
2262-50135|Morgana
2262-50142|Morgana
2262-64138|Morgana
2262-62141|Morgana
2263-0|Virgo
2263-2|Virgo
2263-1|Virgo
2263-3|Virgo
2263-4|Virgo
2263-12|Virgo
2263-8|Virgo
2263-11|Virgo
2264-0|Cut
2264-2|Cut
2264-3|Cut
2264-4|Cut
2264-8|Cut
2264-1|Cut
2264-9|Cut
2264-6|Cut
2264-7|Cut
191438|Jackenstricknadeln 30cm 6,00mm
2256-47|Summertime SP
1280253-0005|Manuela Perlgarn 5 5g Sopo A
1280253-0006|Manuela Perlgarn 5 5g Sopo A
1280253-0007|Manuela Perlgarn 5 5g Sopo A
1280253-0009|Manuela Perlgarn 5 5g Sopo A
1280253-0013|Manuela Perlgarn 5 5g Sopo A
1280253-0016|Manuela Perlgarn 5 5g Sopo A
1280253-0017|Manuela Perlgarn 5 5g Sopo A
1280253-0018|Manuela Perlgarn 5 5g Sopo A
1280253-0022|Manuela Perlgarn 5 5g Sopo A
1280253-0024|Manuela Perlgarn 5 5g Sopo A
1280253-0025|Manuela Perlgarn 5 5g Sopo A
1280253-0026|Manuela Perlgarn 5 5g Sopo A
1280253-0027|Manuela Perlgarn 5 5g Sopo A
1280253-0028|Manuela Perlgarn 5 5g Sopo A
1280253-0029|Manuela Perlgarn 5 5g Sopo A
1280253-0036|Manuela Perlgarn 5 5g Sopo A
1280253-0037|Manuela Perlgarn 5 5g Sopo A
1280253-0038|Manuela Perlgarn 5 5g Sopo A
1280253-0039|Manuela Perlgarn 5 5g Sopo A
1280253-0041|Manuela Perlgarn 5 5g Sopo A
1280253-0042|Manuela Perlgarn 5 5g Sopo A
1280253-0043|Manuela Perlgarn 5 5g Sopo A
1280253-0045|Manuela Perlgarn 5 5g Sopo A
1280253-0047|Manuela Perlgarn 5 5g Sopo A
1280253-0048|Manuela Perlgarn 5 5g Sopo A
1280253-0049|Manuela Perlgarn 5 5g Sopo A
1280253-0050|Manuela Perlgarn 5 5g Sopo A
1280253-0051|Manuela Perlgarn 5 5g Sopo A
1280253-0053|Manuela Perlgarn 5 5g Sopo A
1280253-0054|Manuela Perlgarn 5 5g Sopo A
1280253-0055|Manuela Perlgarn 5 5g Sopo A
1280253-0056|Manuela Perlgarn 5 5g Sopo A
1280253-0057|Manuela Perlgarn 5 5g Sopo A
1280253-0061|Manuela Perlgarn 5 5g Sopo A
1280253-0062|Manuela Perlgarn 5 5g Sopo A
1280253-0063|Manuela Perlgarn 5 5g Sopo A
1280253-0064|Manuela Perlgarn 5 5g Sopo A
1280253-0065|Manuela Perlgarn 5 5g Sopo A
1280253-0066|Manuela Perlgarn 5 5g Sopo A
1280253-0067|Manuela Perlgarn 5 5g Sopo A
1280253-0068|Manuela Perlgarn 5 5g Sopo A
1280253-0070|Manuela Perlgarn 5 5g Sopo A
60011-0605|Intermezzo
0160008-0001|Glasschliffperlen 4mm Swarovski transparent
4326800-9061|Bamboolo Einsteigerpaket 2006
9880OFRC-0803|"Stickpackung ""Little Flower"""
600001-0608|Intermezzo  5 Stk.
148-1|"Mütze u.Schal""Mia"""
148-2|"Mütze u.Schal""Mia"""
148-3|"Mütze u.Schal""Mia"""
148-4|"Mütze u.Schal""Mia"""
148-5|"Mütze u.Schal""Mia"""
148-6|"Mütze u.Schal""Mia"""
144-1|"Mütze u.Schal""Julia"""
144-2|"Mütze u.Schal""Julia"""
144-3|"Mütze u.Schal""Julia"""
144-4|"Mütze u.Schal""Julia"""
144-5|"Mütze u.Schal""Julia"""
144-6|"Mütze u.Schal""Julia"""
143-1|"Mütze u.Schal""Lena"""
280135-0863|Allegra
143-2|"Mütze u.Schal""Lena"""
143-3|"Mütze u.Schal""Lena"""
143-4|"Mütze u.Schal""Lena"""
143-5|"Mütze u.Schal""Lena"""
143-6|"Mütze u.Schal""Lena"""
146-1|"Mütze u.Schal""Marie"""
146-2|"Mütze u.Schal""Marie"""
146-3|"Mütze u.Schal""Marie"""
146-4|"Mütze u.Schal""Marie"""
146-5|"Mütze u.Schal""Marie"""
146-6|"Mütze u.Schal""Marie"""
151-1|"Ponchorello ""Nadine"""
151-2|"Ponchorello ""Nadine"""
151-3|"Ponchorello ""Nadine"""
151-4|"Ponchorello ""Nadine"""
151-5|"Ponchorello ""Nadine"""
151-6|"Ponchorello ""Nadine"""
151-7|"Ponchorello ""Nadine"""
151-8|"Ponchorello ""Nadine"""
284-1060|Regia Bamboo Color 50g A
284-1061|Regia Bamboo Color 50g
284-1062|Regia Bamboo Color 50g
284-1063|Regia Bamboo Color 50g
152-1|"Poncho ""Theresa"""
284-1064|Regia Bamboo Color 50g
284-1065|Regia Bamboo Color 50g
152-2|"Poncho ""Theresa"""
284-1066|Regia Bamboo Color 50g
152-3|"Poncho ""Theresa"""
152-4|"Poncho ""Theresa"""
284-1067|Regia Bamboo Color 50g
284-1068|Regia Bamboo Color 50g
284-1069|Regia Bamboo Color 50g
284-1071|Regia Bamboo Color 50g A
284-1072|Regia Bamboo Color 50g A
461-0580|Brazilia New Fashion
461-0581|Brazilia New Fashion
461-0585|Brazilia New Fashion
461-0582|Brazilia New Fashion
461-0584|Brazilia New Fashion
461-0583|Brazilia New Fashion
461-0586|Brazilia New Fashion
461-0587|Brazilia New Fashion
152-5|"Poncho ""Theresa"""
152-6|"Poncho ""Theresa"""
466-0002|Cassiopeia
466-0035|Cassiopeia A
466-0038|Cassiopeia A
466-0053|Cassiopeia
466-0012|Cassiopeia
466-0026|Cassiopeia A
466-0005|Cassiopeia A
466-0031|Cassiopeia
466-0051|Cassiopeia A
466-0099|Cassiopeia
466-0090|Cassiopeia
466-0055|Cassiopeia A
466-0056|Cassiopeia A
153-1|"Poncho ""Vera"""
467-0085|Ego Tweed
467-0084|Ego Tweed
153-2|"Poncho ""Vera"""
153-3|"Poncho ""Vera"""
153-4|"Poncho ""Vera"""
153-5|"Poncho ""Vera"""
153-6|"Poncho ""Vera"""
149-1|"Kurzponcho ""Pia"""
149-2|"Kurzponcho ""Pia"""
149-3|"Kurzponcho ""Pia"""
467-0080|Ego Tweed
149-4|"Kurzponcho ""Pia"""
467-0086|Ego Tweed
149-5|"Kurzponcho ""Pia"""
467-0081|Ego Tweed
149-6|"Kurzponcho ""Pia"""
467-0083|Ego Tweed
467-0082|Ego Tweed
297-0002|Extra Merino
297-0036|Extra Merino
297-0034|Extra Merino
297-0005|Extra Merino
297-0010|Extra Merino
297-0098|Extra Merino
297-0042|Extra Merino
297-0023|Extra Merino
297-0026|Extra Merino
297-0031|Extra Merino
297-0032|Extra Merino
297-0030|Extra Merino
297-0099|Extra Merino
297-0001|Extra Merino
297-0022|Extra Merino
297-0072|Extra Merino
297-0071|Extra Merino A
297-0070|Extra Merino
297-0053|Extra Merino
297-0055|Extra Merino
297-0050|Extra Merino
297-0051|Extra Merino
297-0052|Extra Merino
150-1|"Kurzponcho ""Anna"""
150-2|"Kurzponcho ""Anna"""
465-0085|Gemini
150-3|"Kurzponcho ""Anna"""
465-0083|Gemini
465-0084|Gemini
465-0080|Gemini
150-4|"Kurzponcho ""Anna"""
465-0082|Gemini
150-5|"Kurzponcho ""Anna"""
465-0081|Gemini
150-6|"Kurzponcho ""Anna"""
464-0085|Joana
464-0080|Joana
464-0084|Joana
464-0081|Joana
464-0083|Joana
464-0082|Joana
464-0026|Joana
464-0036|Joana
464-0050|Joana
464-0065|Joana
464-0070|Joana
464-0002|Joana
464-0052|Joana
464-0030|Joana
154-1|"Cape ""Jenny"""
464-0072|Joana A
